item	site	category	subcategory	description
Watcher's Shield	Dark Souls 2 Wiki	Shields	Small Shields	"
Small shield used by the Throne Watcher. Made from an old sacred chime.
The Watcher has stood by the throne for ages.
Will his wait be fulfilled? 
"
Spirit Tree Shield	Dark Souls 2 Wiki	Shields	Standard Shields	"""A shield with a blue relief of a spirit tree.A rather well-built shield decorated bythe spirit tree that appears in the allegoryof Quella, god of dreams.Has a faint residue of magic,and can deflect spells by parrying.""
"
Target Shield	Dark Souls 2 Wiki	Shields	Small Shields	"“Small metal shield with protrusions.
Small shields are very light and easy to use,
but have low stability when attacked.
The protrusions on the center of the shield
are designed to brush attacks aside and
make parrying easier.”
"
Chaos Shield	Dark Souls 2 Wiki	Shields	Standard Shields	"""Shield of darkness and chaos.
Once, a brilliant young sorcerer cast away his
earthly desires, devoting himself entirely to the
Dark that bewitched him.
Nebulous, inky and serene, the Dark holds an
allure matched only by the fear it strikes
in men's hearts. Could it be nature,
holding a mirror to mankind?""
"
Grand Spirit Tree Shield	Dark Souls 2 Wiki	Shields	Standard Shields	"""Shield of the blue spirit tree that
and is said to possess divine powers.
Appears in the allegory of Quella,
god of dream, and can deflect spells
by parrying.
Once there was a boy who was easily
frightened, until the talking tree of dreamworld
transformed itself into a shield to protect him.""
"
Watchdragon Parma	Dark Souls 2 Wiki	Shields	Standard Shields	"""A shield decorated by intertwined dragons.
The black and white contrast depicts the
ebb and flow of the fate of all things living.
and the serpentine dragons that watch over
the march of time.
The bearer of this shield will be blessed
by great fortune in battle.""
"
King's Mirror	Dark Souls 2 Wiki	Shields	Greatshields	"
A greatshield created from the soul of the Looking Glass Knight.
Can deflect spells.
The Looking Glass at the castle is said to have been passage to another world.
"
Slumbering Dragon Shield	Dark Souls 2 Wiki	Shields	Standard Shields	"""Shield of the Archdrake sect of Lindelt.
Represents a slumbering dragon,
and is intended for use in covert rituals.
The fools who woke the slumbering dragon
earned not only its ire, but also the
destruction of an entire country.
The survivors buried their wrongdoings in
the past, and in a show of terrible conceit,
attempted to make amends by carrying on
the knowledge of the wasted land.""
"
Golden Falcon Shield	Dark Souls 2 Wiki	Shields	Small Shields	"“Small shield used by Volgen Falconers.
Appears like a glistening gold falcon from afar.
Domestic Volgen soldiers are infamously timid,
so it is no wonder that this fierce band of mercenary
falconers was hired to compensate.
The falconers are rumored to be untrusting of others,
and demanding of prompt, full payment. But no wonder;
they deliver much more than they are paid, and are well aware of it.”
"
Pursuer's Greatshield	Dark Souls 2 Wiki	Shields	Greatshields	"
Greatshield of the Pursuer. For those who can handle the weight of this shield, it offers resistance to curses.
The Pursuer hunts down those branded by the curse, as if each Undead soul that he claims will atone one of his sins.
"
Hollow Soldier Shield	Dark Souls 2 Wiki	Shields	Standard Shields	"Shield of hollowed royal soldiers.
The thing is in tatters, and only serves
as a shield in a most minimal respect.
The accoutrements of royal soldiers feature
a depiction of a brave knight from an old parable.
"
Buckler	Dark Souls 2 Wiki	Shields	Small Shields	"“A traditional small metal shield.
Small shields are very light and easy to use,
but have low stability when attacked.
The center of a buckler is convex,
designed to brush attacks aside,
making parrying easier.”
"
Blossom Kite Shield	Dark Souls 2 Wiki	Shields	Standard Shields	"""A rare shield depicting a blossoming flower,
that soothes the weary heart of its bearer.
What makes flowers beautiful, and why
are we comforted when we gaze upon them?
Sadly, the flower depicted on this shield
went extinct long ago.
Effect: stamina recovery""
"
Vessel Shield	Dark Souls 2 Wiki	Shields	DLC Shields	"""Shield depicting a priestess
of Eleum Loyce.
Emanates a certain heat that
heightens the abilities of its bearer.
The priestesses, who devoted themselves
to appeasing the ancient flame, are no longer.""
"
Manikin Shield	Dark Souls 2 Wiki	Shields	Small Shields	"""A shield used by the
manikins of Harvest Valley.
The peculiar art of puppetry
is a vestige of the two lost lands.
The Queen, entranced by poison,
used it to beckon unknowing souls
to the defiled valley.""
"
